bloom_hj,ellis_h,13209180,1955
bloom_hj,jennett_wb,13209180,1955
ellis_h,jennett_wb,13209180,1955
sarkany_i,ransom_rm,13209182,1955
althorp_ek,yearsley_jk,13209191,1955
blumgart_hl,freedberg_as,13211298,1955
blumgart_hl,kurland_gs,13211298,1955
freedberg_as,kurland_gs,13211298,1955
murray_r,oliphant_jw,13211300,1955
murray_r,tripp_jt,13211300,1955
murray_r,hampil_b,13211300,1955
murray_r,ratner_f,13211300,1955
murray_r,diefenbach_wc,13211300,1955
murray_r,geller_h,13211300,1955
oliphant_jw,tripp_jt,13211300,1955
oliphant_jw,hampil_b,13211300,1955
oliphant_jw,ratner_f,13211300,1955
oliphant_jw,diefenbach_wc,13211300,1955
oliphant_jw,geller_h,13211300,1955
tripp_jt,hampil_b,13211300,1955
tripp_jt,ratner_f,13211300,1955
tripp_jt,diefenbach_wc,13211300,1955
tripp_jt,geller_h,13211300,1955
hampil_b,ratner_f,13211300,1955
hampil_b,diefenbach_wc,13211300,1955
hampil_b,geller_h,13211300,1955
ratner_f,diefenbach_wc,13211300,1955
ratner_f,geller_h,13211300,1955
diefenbach_wc,geller_h,13211300,1955
russell_kp,maharry_jf,13211301,1955
russell_kp,stehly_jw,13211301,1955
maharry_jf,stehly_jw,13211301,1955
byrnes_va,brown_dv,13211302,1955
byrnes_va,rose_hw,13211302,1955
byrnes_va,cibis_pa,13211302,1955
brown_dv,rose_hw,13211302,1955
brown_dv,cibis_pa,13211302,1955
rose_hw,cibis_pa,13211302,1955
reisch_m,combes_fc,13211307,1955
oconnor_fj,ritvo_m,13211321,1955
kriss_jp,carnes_wh,13211322,1955
kriss_jp,gross_rt,13211322,1955
carnes_wh,gross_rt,13211322,1955
levit_sm,dinman_bd,13211323,1955
snyder_wh,chaffin_l,13211325,1955
bosworth_dm,fielding_jw,13211326,1955
bosworth_dm,acosta_mg,13211326,1955
bosworth_dm,demarest_lm,13211326,1955
fielding_jw,acosta_mg,13211326,1955
fielding_jw,demarest_lm,13211326,1955
acosta_mg,demarest_lm,13211326,1955
ayres_s,ayres_s,13211327,1955
debakey_me,cooley_da,13211336,1955
debakey_me,creech_o,13211336,1955
cooley_da,creech_o,13211336,1955
odell_rt,key_ja,13211338,1955
small_rg,dutton_am,13211339,1955
powers_pp,read_jl,13211341,1955
powers_pp,porter_rr,13211341,1955
read_jl,porter_rr,13211341,1955
alzamoracastro_v,battilana_g,13211342,1955
alzamoracastro_v,garridolecca_g,13211342,1955
alzamoracastro_v,rubio_c,13211342,1955
alzamoracastro_v,abucattas_r,13211342,1955
alzamoracastro_v,bouroncle_j,13211342,1955
battilana_g,garridolecca_g,13211342,1955
battilana_g,rubio_c,13211342,1955
battilana_g,abucattas_r,13211342,1955
battilana_g,bouroncle_j,13211342,1955
garridolecca_g,rubio_c,13211342,1955
garridolecca_g,abucattas_r,13211342,1955
garridolecca_g,bouroncle_j,13211342,1955
rubio_c,abucattas_r,13211342,1955
rubio_c,bouroncle_j,13211342,1955
abucattas_r,bouroncle_j,13211342,1955
schwartz_so,friedman_ia,13211343,1955
schwartz_so,gant_hl,13211343,1955
friedman_ia,gant_hl,13211343,1955
pratt_jh,welch_js,13211344,1955
batterman_rc,crossman_aj,13211345,1955
batterman_rc,schwimmer_j,13211345,1955
batterman_rc,blackman_al,13211345,1955
crossman_aj,schwimmer_j,13211345,1955
crossman_aj,blackman_al,13211345,1955
schwimmer_j,blackman_al,13211345,1955
porterfield_c,marks_g,13211349,1955
mehlman_b,whiteman_sl,13211828,1955
zimet_cn,fine_hj,13211830,1955
ellis_a,nydes_j,13211832,1955
ellis_a,riess_bf,13211832,1955
nydes_j,riess_bf,13211832,1955
bugental_jf,gunning_ec,13211834,1955
myers_jk,auld_f,13211836,1955
mcpherson_mw,fisch_ri,13211837,1955
hammer_ef,jacks_i,13211839,1955
winder_ae,hersko_m,13211843,1955
stacey_cl,carleton_fo,13211846,1955
stacey_cl,gill_mr,13211847,1955
rosenthal_d,imber_sd,13211849,1955
quay_h,rowell_jt,13211850,1955
ungar_g,damgaard_e,13211923,1955
winter_ca,flataker_l,13211924,1955
henle_g,girardi_a,13211925,1955
henle_g,henle_w,13211925,1955
girardi_a,henle_w,13211925,1955
slater_rj,ward_sm,13211928,1955
slater_rj,kunkel_hg,13211928,1955
ward_sm,kunkel_hg,13211928,1955
brown_ca,kell_jf,13212189,1955
hayward_jr,roffinella_jp,13212530,1955
westerberg_ml,clark_hb,13212531,1955
seldin_hm,seldin_sd,13212532,1955
seldin_hm,rakower_w,13212532,1955
seldin_hm,selman_aj,13212532,1955
seldin_sd,rakower_w,13212532,1955
seldin_sd,selman_aj,13212532,1955
rakower_w,selman_aj,13212532,1955
sullivan_cj,obrien_rm,13213904,1955
sullivan_cj,hager_vk,13213904,1955
obrien_rm,hager_vk,13213904,1955
lieberman_ba,rubin_s,13213905,1955
lieberman_ba,dann_ds,13213905,1955
rubin_s,dann_ds,13213905,1955
magney,tusler,13213952,1955
magney,setter,13213952,1955
tusler,setter,13213952,1955
abdulian_d,jenney_eh,13213964,1955
abdulian_d,pfeiffer_cc,13213964,1955
jenney_eh,pfeiffer_cc,13213964,1955
tanner_fn,miller_hb,13214150,1955
gatewood_jw,rebal_rf,13214153,1955
greene_ba,berkowitz_s,13214468,1955
colp_r,jemerin_ee,13214470,1955
bragg_ec,woodcock_j,13214471,1955
gottschalk_c,orkin_lr,13214473,1955
